HOC Item,Annex II Definition,Functional Team - Department,Project job code,Employee ID #,Sum of Time (Hours)
5.05,,Operations,Senior Analyst,TEMP306,72.0
5.05,,Operations,Senior Analyst,TEMP224,72.0
5.05,,Operations,Senior Analyst,TEMP353,64.0
5.05,,Operations,Senior Analyst,TEMP279,64.0
5.05,,Operations,Senior Analyst,TEMP254,24.0
5.05,,Operations,Senior Analyst,TEMP235,72.0
5.05,,Operations,Senior Analyst,TEMP104,64.0
5.05,,Operations,Senior Analyst,TEMP154,64.0
5.05,,Operations,Senior Analyst,TEMP273,64.0
5.05,,Operations,Senior Analyst,TEMP378,80.0
5.05,,Operations,Senior Analyst,TEMP312,80.0
5.05,,Operations,Senior Analyst,TEMP231,80.0
5.05,,Operations,Senior Analyst,TEMP204,88.0
5.05,,Operations,Senior Analyst,TEMP322,40.0
5.05,,Operations,Senior Analyst,TEMP128,80.0
5.05,,Operations,Senior Analyst,TEMP180,88.0
5.05,,Operations,Senior Analyst,TEMP067,88.0
5.05,,Operations,Senior Analyst,TEMP334,88.0
5.05,,Operations,Senior Analyst,TEMP113,80.0
5.05,,Operations,Senior Analyst,TEMP140,40.0
5.05,,Operations,Senior Analyst,TEMP253,88.0
5.05,Development of an IT Asset Management Program Total,,,,2488.0
5.07,Commencement Cutover Planning,ITOT,Administrative Support,MC900024,80.0
5.07,,ITOT,Administrative Support,MC900029,190.5
5.07,,ITOT,Administrative Support,MC900030,199.0
5.07,,ITOT,Administrative Support,MC900031,193.0
5.07,,ITOT,Administrative Support,MC900032,216.5
5.07,,ITOT,Analyst,TEMP029,152.5
5.07,,ITOT,Director,QS017868,189.0
5.07,,ITOT,Manager,AT015685,251.0
5.07,,ITOT,Senior Analyst,AT102751,25.5
5.07,,ITOT,Senior Analyst,AT201680,374.0
5.07,,ITOT,Senior Analyst,TEMP030,156.0
5.07,,ITOT,Vice President,MC900005,209.0
5.07,Commencement Cutover Planning Total,,,,2236.0
6.04,Establishing a Financial Accounting System and Account Structure,Financial Management,Director,AT017148,223.0
6.04,,Financial Management,Director,QS017250,190.5
6.04,,Financial Management,Senior Analyst,AT014994,148.0
6.04,,Financial Management,Senior Analyst,TEMP006,12.0
6.04,,Financial Management,Vice President,QS017171,8.0
6.04,Establishing a Financial Accounting System and Account Structure Total,,,,581.5
6.05,Preparing Initial Budgets and Other Financial Forecasts,Financial Management,Manager,AT103739,179.0
6.05,,Financial Management,Senior Analyst,AT014994,36.0
6.05,,Integration Management Office,Manager,AT004852,2.5
6.05,,Operations,Director,QS116459,4.0
6.05,,Utility Transformation,Vice President,TEMP046,44.5
6.05,Preparing Initial Budgets and Other Financial Forecasts Total,,,,266.0
6.06,Establishing Bank Accounts,Financial Management,Director,QS183719,17.0
6.06,Establishing Bank Accounts Total,,,,17.0
6.07,Evaluating and Updating Payroll and Labor Cost Reporting systems,Financial Management,Director,QS183719,75.0
6.07,,Financial Management,Manager,TEMP036,206.0
6.07,,Financial Management,Manager,TEMP044,211.0
6.07,,Financial Management,Manager,TEMP049,222.0
6.07,,Financial Management,Manager,TEMP050,212.0
6.07,,Financial Management,Manager,TEMP051,219.0
6.07,,Financial Management,Senior Analyst,TEMP173,54.0
6.07,,Financial Management,Senior Analyst,TEMP389,53.0
6.07,,Financial Management,Senior Analyst,TEMP265,53.0
6.07,,Financial Management,Senior Analyst,TEMP122,53.0
6.07,,Financial Management,Vice President,QS017171,8.0
6.07,Evaluating and Updating Payroll and Labor Cost Reporting systems Total,,,,1366.0
6.09,Processes & Procedures and Overall Internal Controls,Financial Management,Manager,AT204090,2.5
6.09,,Regulatory,Engineer,QT088325,12.0
6.09,,Regulatory,Manager,AT208674,52.0
6.09,Processes & Procedures and Overall Internal Controls Total,,,,66.5
7.02,Policies and Procedures,Regulatory,Engineer,QT088325,102.0
7.02,Policies and Procedures Total,,,,102.0
7.05,Project Worksheet Assessment (also covered under Section 4.3),Regulatory,Vice President,QS146648,2.0
7.05,Project Worksheet Assessment (also covered under Section 4.3) Total,,,,2.0
7.08,"Drafting, Revising and Finalizing Federal Funding Procurement Manual",Regulatory,Vice President,QS146648,12.0
7.08,"Drafting, Revising and Finalizing Federal Funding Procurement Manual Total",,,,12.0
8.02,Recruiting and Staffing,Capital Programs and Back End Transition,Manager,AT104560,2.0
8.02,,Financial Management,Manager,AT103739,6.0
8.02,,Financial Management,Manager,QS061408,1.5
8.02,,Financial Management,Senior Manager,AT114365,80.5
8.02,,Financial Management,Vice President,QS017171,5.5
8.02,,Human Resources,Director,QS080837,95.0
8.02,,Human Resources,Senior Analyst,AT103026,105.0
8.02,,Human Resources,Senior Analyst,TEMP163,59.0
8.02,,Human Resources,Senior Analyst,TEMP189,99.0
8.02,,Human Resources,Senior Analyst,TEMP258,48.0
8.02,,Integration Management Office,Analyst,QS191328,160.0
8.02,,ITOT,Senior Analyst,AT102751,11.0
8.02,,Operations,Director,MC900012,37.0
8.02,,Operations,Director,QAGR100,8.0
8.02,,Operations,Director,QS116459,68.0
8.02,,Operations,Engineer,AT112360,18.0
8.02,,Operations,Field Supervisor,AT005130,16.0
8.02,,Operations,Field Supervisor,AT020434,6.0
8.02,,Operations,Field Supervisor,AT020449,66.5
8.02,,Operations,Field Supervisor,AT021005,41.0
8.02,,Operations,Field Supervisor,AT021565,63.0
8.02,,Operations,Field Supervisor,AT104787,26.5
8.02,,Operations,Field Supervisor,AT111882,52.0
8.02,,Operations,Field Supervisor,QS179065,69.5
8.02,,Operations,Manager,AT014817,27.0
8.02,,Operations,Senior Manager,AT003498,32.0
8.02,,Operations,Senior Manager,AT005226,10.0
8.02,,Operations,Senior Manager,AT019843,70.5
8.02,,Operations,Vice President,AT022129,28.5
8.02,,Regulatory,Vice President,QS146648,7.0
8.02,,Utility Transformation,Director,QT088212,119.0
8.02,,Utility Transformation,Director,QT088213,16.0
8.02,,Utility Transformation,Director,TEMP031,163.0
8.02,,Utility Transformation,Engineer,AT018880,25.0
8.02,,Utility Transformation,Engineer,AT103813,14.0
8.02,,Utility Transformation,Engineer,AT108079,16.0
8.02,,Utility Transformation,Engineer,QT088329,0.5
8.02,,Utility Transformation,Manager,AT004353,75.0
8.02,,Utility Transformation,Manager,AT009474,37.0
8.02,,Utility Transformation,Manager,AT010451,38.0
8.02,,Utility Transformation,Manager,AT108042,31.5
8.02,,Utility Transformation,Senior Analyst,TEMP060,3.0
8.02,,Utility Transformation,Senior Director,QT088083,2.5
8.02,,Utility Transformation,Vice President,QS085708,136.0
8.02,,Utility Transformation,Vice President,QT088015,13.0
8.02,,Utility Transformation,Vice President,QT088305,53.0
8.02,,Utility Transformation,Vice President,QT088356,44.0
8.02,,Human Resources,Vice President,QS055786,31.0
8.02,Recruiting and Staffing Total,,,,2136.5
8.05,Stand Up Human Capital Management (HCM) System,Human Resources,Director,QS080837,60.0
8.05,,Human Resources,Senior Analyst,TEMP102,120.0
8.05,,Human Resources,Senior Analyst,TEMP366,120.0
8.05,,Human Resources,Senior Manager,MC900006,80.0
8.05,Stand Up Human Capital Management (HCM) System Total,,,,380.0
8.06,Communication Plan,Communications,Director,MC900007,205.0
8.06,,Communications,Director,QS145369,5.0
8.06,,Communications,Vice President,MC900003,20.0
8.06,,Corporate Services,Senior Manager,MC900010,128.0
8.06,,Corporate Services,Vice President,MC900003,87.0
8.06,Communication Plan Total,,,,445.0
8.07,Training (Workforce Development) Plan,Operations,Director,MC900015,7.5
8.07,,Operations,Director,QS116459,4.0
8.07,,Operations,Field Supervisor,AT005130,62.0
8.07,,Operations,Field Supervisor,AT020449,17.0
8.07,,Operations,Field Supervisor,AT104787,22.5
8.07,,Operations,Senior Analyst,TEMP364,40.0
8.07,,Operations,Senior Analyst,TEMP115,78.5
8.07,,Operations,Senior Analyst,TEMP302,40.0
8.07,,Operations,Senior Analyst,TEMP233,36.0
8.07,,Operations,Senior Analyst,TEMP278,40.0
8.07,,Operations,Senior Analyst,TEMP369,16.0
8.07,,Operations,Senior Analyst,TEMP394,16.0
8.07,,Operations,Senior Analyst,TEMP202,16.0
8.07,,Operations,Senior Analyst,TEMP262,16.0
8.07,,Operations,Senior Analyst,TEMP108,16.0
8.07,,Operations,Senior Analyst,TEMP395,16.0
8.07,,Operations,Senior Analyst,TEMP188,16.0
8.07,,Operations,Senior Analyst,TEMP200,16.0
8.07,,Operations,Senior Analyst,TEMP197,16.0
8.07,,Operations,Senior Analyst,TEMP306,16.0
8.07,,Operations,Senior Analyst,TEMP224,16.0
8.07,,Operations,Senior Analyst,TEMP353,16.0
8.07,,Operations,Senior Analyst,TEMP279,16.0
8.07,,Operations,Senior Analyst,TEMP254,16.0
8.07,,Operations,Senior Analyst,TEMP235,16.0
8.07,,Operations,Senior Analyst,TEMP104,16.0
8.07,,Operations,Senior Analyst,TEMP154,16.0
8.07,,Operations,Senior Analyst,TEMP273,16.0
8.07,,Operations,Senior Manager,AT005226,48.0
8.07,Training (Workforce Development) Plan Total,,,,683.5
8.08,Develop Employee Retirement Plan,Human Resources,Director,QS080837,70.0
8.08,,Human Resources,Senior Analyst,TEMP271,94.0
8.08,,Human Resources,Senior Analyst,TEMP225,98.0
8.08,Develop Employee Retirement Plan Total,,,,262.0
8.12,Develop a Community Investment Plan,Corporate Services,Director,AT099584,19.5
8.12,Develop a Community Investment Plan Total,,,,19.5
9.01,Genco Shared Services Agreement Approval,Regulatory,Engineer,QT088325,8.0
9.01,,Regulatory,Vice President,QS146648,4.5
9.01,Genco Shared Services Agreement Approval Total,,,,12.5
9.02,Emergency Response Plan Approval,Regulatory,Vice President,QS146648,5.0
9.02,Emergency Response Plan Approval Total,,,,5.0
9.03,Non-Federal Funding Procurement Manual Approval,Financial Management,Director,AT104919,112.0
9.03,,Financial Management,Vice President,QS017171,23.0
9.03,Non-Federal Funding Procurement Manual Approval Total,,,,135.0
9.04,Physical Security Plan Approval,Utility Transformation,Manager,AT108042,9.0
9.04,,Utility Transformation,Manager,AT114978,1.0
9.04,Physical Security Plan Approval Total,,,,10.0
9.05,Data Security Plan Approval,ITOT,Senior Analyst,AT102751,18.0
9.05,Data Security Plan Approval Total,,,,18.0
9.07,System Operation Principles Regulatory Approval,Regulatory,Analyst,AT111542,41.5
9.07,,Regulatory,Analyst,AT112548,55.5
9.07,,Regulatory,Director,AT201990,43.0
9.07,,Regulatory,Engineer,QT088325,17.0
9.07,,Regulatory,Senior Manager,AT108770,29.5
9.07,,Regulatory,Vice President,QS146648,34.5
9.07,System Operation Principles Regulatory Approval Total,,,,221.0
10.02,"Assuming Responsibility for Securing Use of Assets, Facilities, IT / OT, etc.",Financial Management,Manager,AT019946,5.0
10.02,,Financial Management,Manager,QS061408,6.0
10.02,,Financial Management,Senior Manager,AT114365,50.0
10.02,,Financial Management,Vice President,QS017171,40.5
10.02,"Assuming Responsibility for Securing Use of Assets, Facilities, IT / OT, etc. Total",,,,101.5
10.03,Assuming Existing Subcontracts,Financial Management,Senior Analyst,AT102871,15.0
10.03,,Financial Management,Senior Analyst,AT103807,13.0
10.03,,Financial Management,Senior Analyst,TEMP003,15.5
10.03,,Financial Management,Vice President,AT115657,150.0
10.03,,Financial Management,Vice President,QS017171,3.0
10.03,Assuming Existing Subcontracts Total,,,,196.5
12.02,Required Insurance,Financial Management,Manager,AT204090,7.0
12.02,,Financial Management,Manager,QS017134,45.0
12.02,,Financial Management,Manager,QS061408,153.5
12.02,,Financial Management,Vice President,QS017171,12.5
12.02,Required Insurance Total,,,,218.0
12.03,Baseline Performance Levels,Utility Transformation,Senior Director,QT088289,48.0
12.03,,Utility Transformation,Vice President,QS085708,2.0
12.03,Baseline Performance Levels Total,,,,50.0
12.1,Section 4.5: Conditions Precedent to Service Commencement Date,Corporate Services,Senior Analyst,TEMP139,17.5
12.1,,Corporate Services,Senior Manager,MC900008,32.0
12.1,,Corporate Services,Senior Manager,MC900009,39.0
12.1,,Corporate Services,Vice President,MC900003,33.0
12.1,,Legal,Vice President,QS045177,317.0
12.1,Section 4.5: Conditions Precedent to Service Commencement Date Total,,,,438.5
Non HOC 01,ManagementCo IT Systems,ITOT,Administrative Support,MC900024,40.0
Non HOC 01,ManagementCo IT Systems Total,,,,40.0
Non HOC 02,ServCo IT Systems,ITOT,Administrative Support,MC900034,202.5
Non HOC 02,,ITOT,Director,QS017868,69.0
Non HOC 02,,ITOT,Manager,QS055642,206.0
Non HOC 02,,ITOT,Senior Analyst,AT022305,236.5
Non HOC 02,,ITOT,Senior Analyst,AT102751,19.5
Non HOC 02,,ITOT,Senior Analyst,QS017104,165.5
Non HOC 02,,ITOT,Senior Analyst,TEMP005,25.5
Non HOC 02,,ITOT,Vice President,MC900005,106.0
Non HOC 02,ServCo IT Systems Total,,,,1030.5
Non HOC 03,Open Claims Review,Corporate Services,Senior Manager,MC900009,9.5
Non HOC 03,Open Claims Review Total,,,,9.5
Non HOC 04,Stand Up Capital Program Organization,Capital Programs and Back End Transition,Manager,AT104560,140.5
Non HOC 04,,Capital Programs and Back End Transition,Manager,AT110285,142.5
Non HOC 04,,Capital Programs and Back End Transition,Trainer,TEMP208,41.5
Non HOC 04,,Capital Programs and Back End Transition,Vice President,AT004051,138.0
Non HOC 04,,Integration Management Office,Manager,AT004852,22.5
Non HOC 04,,Integration Management Office,Vice President,AT017346,24.0
Non HOC 04,Stand Up Capital Program Organization Total,,,,509.0
Non HOC 06,Regulatory Support of Handover Checklist Items,Regulatory,Analyst,AT111542,48.0
Non HOC 06,,Regulatory,Director,AT201990,71.0
Non HOC 06,,Regulatory,Senior Manager,AT108770,14.0
Non HOC 06,,Regulatory,Vice President,QS146648,3.0
Non HOC 06,Regulatory Support of Handover Checklist Items Total,,,,136.0
Non HOC 07,Front-End Transition Legal support and advice,Corporate Services,Senior Manager,MC900009,88.5
Non HOC 07,,Legal,Administrative Support,QS100254,7.5
Non HOC 07,,Legal,Senior Analyst,TEMP300,40.0
Non HOC 07,Front-End Transition Legal support and advice Total,,,,136.0
Non HOC 10,Interconnection Agreements,Utility Transformation,Analyst,TEMP038,136.0
Non HOC 10,,Utility Transformation,Analyst,TEMP037,32.0
Non HOC 10,,Utility Transformation,Director,QT088010,91.0
Non HOC 10,,Utility Transformation,Director,QT088243,80.0
Non HOC 10,,Utility Transformation,Engineer,QT088173,97.0
Non HOC 10,,Utility Transformation,Engineer,QT088318,160.0
Non HOC 10,,Utility Transformation,Manager,AT108042,1.0
Non HOC 10,,Utility Transformation,Senior Director,QT088095,3.0
Non HOC 10,,Utility Transformation,Senior Manager,QT088360,20.0
Non HOC 10,,Utility Transformation,Senior Manager,TEMP039,29.0
Non HOC 10,,Utility Transformation,Vice President,QT088015,2.0
Non HOC 10,Interconnection Agreements Total,,,,651.0
Non HOC 11,Development of System Operations Principles,Regulatory,Senior Director,QT088313,4.0
Non HOC 11,Development of System Operations Principles Total,,,,4.0
Non HOC 13,IRP Coordination,Regulatory,Director,QT088262,49.0
Non HOC 13,IRP Coordination Total,,,,49.0
Non HOC 14,GenCo-GridCo integration,Regulatory,Engineer,QT088325,17.0
Non HOC 14,,Regulatory,Senior Director,QT088313,76.0
Non HOC 14,,Regulatory,Vice President,QS146648,7.0
Non HOC 14,GenCo-GridCo integration Total,,,,100.0
Non HOC 15,LUMA MC Ongoing Back Office Support,Financial Management,Analyst,QS130160,1.0
Non HOC 15,,Financial Management,Director,QS183719,88.5
Non HOC 15,,Financial Management,Senior Analyst,QS178869,148.0
Non HOC 15,,Financial Management,Vice President,QS017171,31.0
Non HOC 15,LUMA MC Ongoing Back Office Support Total,,,,268.5
Non HOC 16,PREB Resolutions and Orders,Financial Management,Vice President,QS017171,24.0
Non HOC 16,,Integration Management Office,Vice President,AT017346,71.0
Non HOC 16,,ITOT,Vice President,MC900005,18.0
Non HOC 16,,Regulatory,Director,AT201990,21.5
Non HOC 16,,Regulatory,Vice President,QS146648,1.0
Non HOC 16,,Utility Transformation,Analyst,QT088290,40.0
Non HOC 16,,Utility Transformation,Analyst,TEMP247,84.0
Non HOC 16,,Utility Transformation,Director,MC900002,106.0
Non HOC 16,,Utility Transformation,Director,QT088254,51.0
Non HOC 16,,Utility Transformation,Director,QT088262,45.0
Non HOC 16,,Utility Transformation,Engineer,AT018880,1.0
Non HOC 16,,Utility Transformation,Engineer,AT103813,15.5
Non HOC 16,,Utility Transformation,Engineer,QT088320,73.0
Non HOC 16,,Utility Transformation,Engineer,QT088329,132.5
Non HOC 16,,Utility Transformation,Manager,AT010451,53.0
Non HOC 16,,Utility Transformation,Manager,AT021428,65.0
Non HOC 16,,Utility Transformation,Manager,AT108042,124.5
Non HOC 16,,Utility Transformation,Senior Director,QT088338,61.5
Non HOC 16,,Utility Transformation,Senior Manager,QT088143,24.0
Non HOC 16,,Utility Transformation,Vice President,QS085708,72.0
Non HOC 16,,Utility Transformation,Vice President,QT088208,2.0
Non HOC 16,,Utility Transformation,Vice President,QT088356,55.0
Non HOC 16,PREB Resolutions and Orders Total,,,,1140.5
Non Hoc 17,Corporate Services – Security,Corporate Services,Analyst,MC900022,168.0
Non Hoc 17,,Corporate Services,Analyst,MC900025,168.0
Non Hoc 17,,Corporate Services,Analyst,MC900028,168.0
Non Hoc 17,,Corporate Services,Analyst,MC900033,172.0
Non Hoc 17,,Corporate Services,Director,MC900013,257.0
Non Hoc 17,,Corporate Services,Manager,MC900021,168.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP214,169.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP270,171.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP114,168.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP264,88.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP220,88.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP295,88.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP392,88.0
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP230,88.5
Non Hoc 17,,Corporate Services,Senior Analyst,TEMP168,80.0
Non Hoc 17,,Corporate Services,Vice President,MC900003,80.0
Non Hoc 17,Corporate Services – Security Total,,,,2209.5
Non HOC 18,FOMB Fiscal Plan and Protocol Agreement,Financial Management,Manager,AT103739,35.5
Non HOC 18,,Financial Management,Vice President,QS017171,8.5
Non HOC 18,,Regulatory,Director,AT201990,5.0
Non HOC 18,,Regulatory,Senior Manager,AT108770,21.5
Non HOC 18,,Regulatory,Vice President,QS146648,3.0
Non HOC 18,FOMB Fiscal Plan and Protocol Agreement Total,,,,73.5
8.07,,Operations,Director,QS116459,1
8.07,Training (Workforce Development) Plan Total,,,,14.5
8.08,Develop Employee Retirement Plan,Human Resources,Vice President,MC900004,40.5
8.08,Develop Employee Retirement Plan Total,,,,40.5
8.09,Occupational Health and Wellness,Human Resources,Vice President,MC900004,18
8.09,Occupational Health and Wellness Total,,,,18
8.12,Develop a Community Investment Plan,Communications,Director,MC900007,12
8.12,,Corporate Services,Director,AT099584,20
8.12,Develop a Community Investment Plan Total,,,,32
9.03,Non-Federal Funding Procurement Manual Approval,Financial Management,Director,AT104919,80
9.03,Non-Federal Funding Procurement Manual Approval Total,,,,80
9.07,System Operation Principles Regulatory Approval,Regulatory,Director,AT201990,17.5
9.07,System Operation Principles Regulatory Approval Total,,,,17.5
10.02,"Assuming Responsibility for Securing Use of Assets, Facilities, IT / OT, etc.",Financial Management,Director,MC900016,49.5
10.02,,Financial Management,Director,QS017186,1
10.02,,Financial Management,Senior Analyst,AT017528,26
10.02,,Financial Management,Senior Manager,AT114365,10
10.02,"Assuming Responsibility for Securing Use of Assets, Facilities, IT / OT, etc. Total",,,,86.5
10.03,Assuming Existing Subcontracts,Financial Management,Senior Analyst,AT017528,82
10.03,,Financial Management,Vice President,AT115657,37.5
10.03,Assuming Existing Subcontracts Total,,,,119.5
12.02,Required Insurance,Financial Management,Manager,QS017134,2
12.02,,Financial Management,Manager,QS061408,33.5
12.02,Required Insurance Total,,,,35.5
12.03,Baseline Performance Levels,Regulatory,Director,AT201990,16
12.03,,Utility Transformation,Senior Director,QT088289,29.5
12.03,Baseline Performance Levels Total,,,,45.5
12.1,Section 4.5: Conditions Precedent to Service Commencement Date,Legal,Vice President,QS045177,51.5
12.1,Section 4.5: Conditions Precedent to Service Commencement Date Total,,,,51.5
Non HOC 06,Regulatory Support of Handover Checklist Items,Regulatory,Director,AT201990,123.5
Non HOC 06,Regulatory Support of Handover Checklist Items Total,,,,123.5
Non HOC 07,Front-End Transition Legal support and advice,Legal,Administrative Support,QS100254,1.5
Non HOC 07,Front-End Transition Legal support and advice Total,,,,1.5
Non HOC 10,Interconnection Agreements,Utility Transformation,Vice President,QT088015,4
Non HOC 10,Interconnection Agreements Total,,,,4
Non HOC 13,IRP Coordination,Regulatory,Director,QT088262,39
Non HOC 13,IRP Coordination Total,,,,39
Non HOC 14,GenCo-GridCo integration,Regulatory,Engineer,QT088325,48
Non HOC 14,GenCo-GridCo integration Total,,,,48
Non HOC 15,LUMA MC Ongoing Back Office Support,Financial Management,Director,QS183719,4
Non HOC 15,LUMA MC Ongoing Back Office Support Total,,,,4
Non HOC 16,PREB Resolutions and Orders,Regulatory,Director,AT201990,118.5
Non HOC 16,,Utility Transformation,Director,QT088262,113
Non HOC 16,,Utility Transformation,Engineer,QT088329,36.5
Non HOC 16,,Utility Transformation,Vice President,QT088208,7
Non HOC 16,,Utility Transformation,Vice President,QT088356,8
Non HOC 16,PREB Resolutions and Orders Total,,,,283
Non HOC 18,FOMB Fiscal Plan and Protocol Agreement,Financial Management,Manager,AT103739,6
Non HOC 18,,Regulatory,Director,AT201990,55
Non HOC 18,FOMB Fiscal Plan and Protocol Agreement Total,,,,61
